"Loja";"Name Searched";"Name Found";"Price";"URL"
"Fast Shop";"zelda tri force heroes";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"zelda tri force heroes";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"zelda tri force heroes";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"zelda tri force heroes";"The Legend of Zelda: Tri Force Heroes - 3DS";"233.9";"http://www.mulagames.com.br/The-Legend-of-Zelda--Tri-Force-Heroes-3DS/prod-3634221/"
"Ricardo Eletro";"zelda tri force heroes";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"zelda tri force heroes";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"zelda tri force heroes";"-";"-";"http://ww2.shopfacil.com.br/<BUSCA>"
"ShopB";"zelda tri force heroes";"-";"-";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Walmart";"zelda tri force heroes";"The Legend of Zelda Tri Force Heroes N3DS";"299.9";"http://www.walmart.com.br//the-legend-of-zelda-tri-force-heroes-n3ds/3629647/pr"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Americanas";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"http://www.americanas.com.br/produto/9957093/fantasy-life-n3ds"
"Big Boy Games";"Fantasy Life 3DS";"3DS - Fantasy Life";"R$ 192,39";"http://www.bigboygames.com.br/3ds-fantasy-life-p6685/"
"Big Boy Games";"Fantasy Life 3DS";"3DS - Fantasy Life - USADO";"R$ 108,09";"http://www.bigboygames.com.br/3ds-fantasy-life-usado-p7499/"
"Balão da Informática";"Fantasy Life 3DS";"-";"-";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"http://buscas.casasbahia.com.br/search?w=Fantasy+Life+3DS"
"Extra";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2DFWP&lbc=extra&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.extra.com.br%2f6156299%3f&rk=1&uid=32634633&sid=2&ts=custom&rsc=BLWaOZ7Uz5JLPmpn&method=and&isort=score&view=grid"
"E-Virtua";"Fantasy Life 3DS";"Fantasy Life - Nintendo 3DS - -";"R$ 189,90";"http://www.evirtua.com.br//fantasy-life-nintendo-3ds/3661-01"
"Fast Games";"Fantasy Life 3DS";"-";"-";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Fast Shop";"Fantasy Life 3DS";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"Fantasy Life 3DS";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Fantasy Life 3DS";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Fantasy Life 3DS";"FANTASY LIFE (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/fantasy-life-3ds-37022454"
"Mula Games";"Fantasy Life 3DS";"Fantasy Life - 3DS";"185.9";"http://www.mulagames.com.br/Fantasy-Life-3DS/prod-2438245/"
"Ponto Frio";"Fantasy Life 3DS";"-";"-";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Fantasy Life 3DS";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Fantasy Life 3DS";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Fantasy Life 3DS";"Fantasy Life - 3Ds";"R$ 149,00";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=d6121e9d-d09d-4f83-bea4-7f753baa81e2&pid=8147592&page=1&prodIdx=0&q=Fantasy+Life+3DS"
"Shop Time";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"http://www.shoptime.com.br/produto/9957093/fantasy-life-n3ds"
"Submarino";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"http://www.submarino.com.br/produto/9957093/fantasy-life-n3ds"
"Submarino";"Fantasy Life 3DS";"Game Fantasy Life - 3DS";"Indisponível";"http://www.submarino.com.br/produto/121101174/game-fantasy-life-3ds"
"Nintendo eShop";"Bravely Default";"Bravely Default";"$39.99*";"http://www.nintendo.com/games/detail/_TC4w2TeJY7qrqBL64gpszI_65tjrVyp"
"Americanas";"Bravely Default";"Game Bravely Default - 3Ds";"R$ 229,90";"http://www.americanas.com.br/produto/117676784/game-bravely-default-3ds"
"Big Boy Games";"Bravely Default";"3DS - Bravely Default - USADO";"R$ 98,09";"http://www.bigboygames.com.br/3ds-bravely-default-usado-p7462/"
"Big Boy Games";"Bravely Default";"3DS - Bravely Default";"R$ 199,99";"http://www.bigboygames.com.br/3ds-bravely-default-p6046/"
"Balão da Informática";"Bravely Default";"-";"-";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Bravely Default";"Bravely Default N3DS";"229,90";"http://buscas.casasbahia.com.br/search?w=Bravely+Default"
"Extra";"Bravely Default";"Bravely Default N3DS";"229,90";"http://buscando.extra.com.br/search?p=R&srid=S2-3IADP&lbc=extra&w=Bravely%20Default&url=http%3a%2f%2fproduto.extra.com.br%2f3379391%3f&rk=1&uid=326555502&sid=2&ts=custom&rsc=Mc0iVd9ay4HdlZus&method=and&isort=score&view=grid"
"E-Virtua";"Bravely Default";"-";"-";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Bravely Default";"-";"-";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Fast Shop";"Bravely Default";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"Bravely Default";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Bravely Default";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Bravely Default";"BRAVELY DEFAULT (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/bravely-default-3ds-42196723"
"Livraria Cultura";"Bravely Default";"BRAVELY DEFAULT - COLLECTOR'S EDITION (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/bravely-default-collectors-edition-3ds-42196726"
"Magazine Luiza";"Bravely Default";"-";"-";"http://www.magazineluiza.com.br/busca/<BUSCA>/"
"Mula Games";"Bravely Default";"Bravely Default - 3DS";"199.9";"http://www.mulagames.com.br/Bravely-Default-3DS/prod-1967717/"
"Net Shoes";"Bravely Default";"-";"-";"http://www.netshoes.com.br/search?Ntt=<BUSCA>"
"Ponto Frio";"Bravely Default";"-";"-";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Bravely Default";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Bravely Default";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Bravely Default";"Bravely Default - 3Ds";"R$ 149,00";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=bd484500-8ee3-462c-8648-8d59ae849411&pid=6744545&page=1&prodIdx=0&q=Bravely+Default"
"Shop Facil";"Bravely Default";"-";"-";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Bravely Default";"Game Bravely Default - 3Ds";"R$ 229,90";"http://www.shoptime.com.br/produto/117676784/game-bravely-default-3ds"
"ShopB";"Bravely Default";"Jogo Bravely Default - 3DS";" 299,99";"http://www.shopb.com.br/jogo-bravely-default-3ds-7315365"
"Submarino";"Bravely Default";"Game Bravely Default - 3Ds";"R$ 229,90";"http://www.submarino.com.br/produto/117676784/game-bravely-default-3ds"
"Walmart";"Bravely Default";"Jogo Bravely Default Nintendo 3DS";"Indisponível";"http://www.walmart.com.br//jogo-bravely-default-nintendo-3ds/3338733/pr"
"Walmart";"Bravely Default";"Jogo Nintendo 3DS Bravely Default Square Enix";"Indisponível";"http://www.walmart.com.br//jogo-nintendo-3ds-bravely-default-square-enix/3278031/pr"
"Nintendo eShop";"Persona Q";"Persona Q: Shadow of the Labyrinth";"Indisponível";"http://www.nintendo.com/games/detail/XBwf3Dqhwb_IEWGzE2rL9xhP-Arm4Mzz"
"Americanas";"Persona Q";"Persona Q Shadow Of The Labyrinth N3ds";"R$ 299,90";"http://www.americanas.com.br/produto/9957176/persona-q-shadow-of-the-labyrinth-n3ds"
"Americanas";"Persona Q";"Persona Q Shadow Of The Labyrinth N3ds";"R$ 299,90";"http://www.americanas.com.br/produto/9957176/persona-q-shadow-of-the-labyrinth-n3ds"
"Big Boy Games";"Persona Q";"3DS - Persona Q Shadow of the Labyrinth";"R$ 163,79";"http://www.bigboygames.com.br/3ds-persona-q-shadow-of-the-labyrinth-p7621/"
"Big Boy Games";"Persona Q";"3DS - PersonaQ Shadow of the Labyrinth PREMIUM EDITION";"R$ 299,00";"http://www.bigboygames.com.br/3ds-personaq-shadow-of-the-labyrinth-premium-edition-p6895/"
"Big Boy Games";"Persona Q";"3DS - Persona Q Shadow of the Labyrinth";"R$ 215,19";"http://www.bigboygames.com.br/3ds-persona-q-shadow-of-the-labyrinth-p6825/"
"Balão da Informática";"Persona Q";"Microsoft Office 365 Personal (QQ2-00108) - Versão completa do Office - Recursos recentes disponíveis - Para 1 usuário (outletinfo) - (fdslojas)";"R$ 58,00";"https://www.balaodainformatica.com.br//Produto/72995/Microsoft-Office-365-Personal-QQ2-00108"
"Balão da Informática";"Persona Q";"Capacete Personalizado On-road - Cirus - Espotivo Em Estoque";"R$ 686,69";"https://www.balaodainformatica.com.br//ProdutoAnuncio/1004806/Capacete-Personalizado-On-road-Cirus-Espotivo-Em-Estoque"
"Balão da Informática";"Persona Q";"UFC Personal Trainer Kinect - Xbox 360";"Indisponível";"https://www.balaodainformatica.com.br//Produto/68186/UFC-Personal-Trainer-Kinect---Xbox-360"
"Balão da Informática";"Persona Q";"UFC Personal Trainer - Playstation 3";"Indisponível";"https://www.balaodainformatica.com.br//Produto/42042/UFC-Personal-Trainer---Playstation-3"
"Balão da Informática";"Persona Q";"Officer 365 Personal 32/64 Português (QQ2-00008) - 1 Ano Download";"Indisponível";"https://www.balaodainformatica.com.br//Produto/88789/Officer-365-Personal-32_64-Portugues-QQ2-00008"
"Casas Bahia";"Persona Q";"Persona Q Shadow of the Labyrinth N3DS";"299,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5DFWP&lbc=casasbahia&w=Persona%20Q&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6156357%3f&rk=1&uid=326811562&sid=2&ts=custom&rsc=nYgjnnmS4b9bPwLd&method=and&isort=score&view=grid"
"Extra";"Persona Q";"Persona Q Shadow of the Labyrinth N3DS";"299,90";"http://buscando.extra.com.br/search?p=R&srid=S2-8IADP&lbc=extra&w=Persona%20Q&url=http%3a%2f%2fproduto.extra.com.br%2f6156357%3f&rk=1&uid=326839765&sid=2&ts=custom&rsc=-1vN1sqP847sLzR0&method=and&isort=score&view=grid"
"E-Virtua";"Persona Q";"-";"-";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"FNAC";"Persona Q";"ASSUMINDO A SUA PERSONALIDADE - APROVEITE DA VIDA TUDO O QUE ELA TEM A OFERECER - Leo F Buscaglia";"11,60";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/assumindo-a-sua-personalidade-aproveite-da-vida-tudo-o-que-ela-tem-a-oferecer/p/423906"
"FNAC";"Persona Q";"APRENDI COM MINHA MÃE - 52 PERSONALIDADES CONTAM A MAIOR LIÇÃO QUE RECEBERAM DE SUA DE SUA MÃE - Cristina Ramalho";"25,70";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/aprendi-com-minha-mae-52-personalidades-contam-a-maior-licao-que-receberam-de-sua-de-sua-mae/p/521961"
"Kabum";"Persona Q";"Microsoft Office 365 Personal 32/64 Bit PC/MAC QQ2-00108";"R$ 128,15";"http://www.kabum.com.br/produto/56723/microsoft-office-365-personal-32-64-bit-pc-mac-qq2-00108/?tag=Persona Q"
"Livraria Cultura";"Persona Q";"-";"-";"http://www.livrariacultura.com.br/busca?N=0&Ntt=<BUSCA>"
"Magazine Luiza";"Persona Q";"Colchão Paropas Queen Size Mola 158x198cm - Persona";"XXX";"http://www.magazineluiza.com.br//colchao-paropas-queen-size-mola-158x198cm-persona/p/2116688/mo/mccm/"
"Mula Games";"Persona Q";"Persona Q: Shadow of the Labyrinth - 3DS";"219.9";"http://www.mulagames.com.br/Persona-Q--Shadow-of-the-Labyrinth-3DS/prod-2727505/"
"Ponto Frio";"Persona Q";"Persona Q Shadow of the Labyrinth N3DS";"299,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-4IADP&lbc=pontofrio-br&w=Persona%20Q&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6156357%3f&rk=1&uid=326985252&sid=2&ts=custom&rsc=Xm3aXuwxweVF7RIO&method=and&isort=score&view=grid"
"Ricardo Eletro";"Persona Q";"Body Manga Curta Branco Cheio de personalidade - Olha quem está falando";"34,90";"http://www.ricardoeletro.com.br/Produto/Body-Manga-Curta-Branco-Cheio-de-personalidade-Olha-quem-esta-falando/2322-2681-5222-527907"
"Ricardo Eletro";"Persona Q";"Body Manga Curta Branco Cheia de personalidade - Olha quem está falando";"34,90";"http://www.ricardoeletro.com.br/Produto/Body-Manga-Curta-Branco-Cheia-de-personalidade-Olha-quem-esta-falando/2322-2681-5222-527902"
"Ricardo Eletro";"Persona Q";"Jogo Disney Infinity 3.0 - Personagem Disney: Quorra";"99,90";"http://www.ricardoeletro.com.br/Produto/Jogo-Disney-Infinity-30-Personagem-Disney-Quorra/47-4666-4669-549051"
"RiHappy";"Persona Q";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Persona Q";"Imprensa Brasileira - Personagens que Fizeram História - Vol. 1";"R$ 49,60 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=186513&page=1&prodIdx=0&q=Persona+Q"
"Saraiva";"Persona Q";"Hermann Hesse - O Personagem que Se Fez Autor";"R$ 20,00 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=1910963&page=1&prodIdx=1&q=Persona+Q"
"Saraiva";"Persona Q";"Create Your Personal Questioning Style";"R$ 3,41 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=3033802&page=1&prodIdx=2&q=Persona+Q"
"Saraiva";"Persona Q";"Heavenly Father My Father:A Personal Quest to Know My Creator";"R$ 17,13 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=2973149&page=1&prodIdx=3&q=Persona+Q"
"Saraiva";"Persona Q";"Imprensa Brasileira - Personagens que Fizeram História - Vol. 3";"R$ 52,00 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=2603836&page=1&prodIdx=4&q=Persona+Q"
"Saraiva";"Persona Q";"It's All About Us (...especially Me!) - A Journal Of Totally Personal Questions";"R$ 69,90 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=4896830&page=1&prodIdx=5&q=Persona+Q"
"Saraiva";"Persona Q";"Imprensa Brasileira : Personagens que Fizeram História - Vol. 4";"R$ 52,00 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=2704575&page=1&prodIdx=6&q=Persona+Q"
"Saraiva";"Persona Q";"Teatro Encantado - 20 Personagens Que Ficam Em Pé";"R$ 31,92 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=8225787&page=1&prodIdx=7&q=Persona+Q"
"Saraiva";"Persona Q";"Imprensa Brasileira - Personagens que Fizeram História - Vol. 2";"R$ 49,60 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=204403&page=1&prodIdx=8&q=Persona+Q"
"Saraiva";"Persona Q";"Create Your Personal Questioning Style";"R$ 3,41 (20% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=3033341&page=1&prodIdx=9&q=Persona+Q"
"Saraiva";"Persona Q";"Unidades de Conservação - Fatos e Personagens Que Fizeram A História Das Categorias de Manejo";"R$ 44,90 (10% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=9207876&page=1&prodIdx=10&q=Persona+Q"
"Saraiva";"Persona Q";"1000 Pensamentos de Personalidades que Influenciaram a Humanidade";"R$ 16,90";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=5c8f18af-efe7-4747-aca4-732d2a068429&pid=202673&page=1&prodIdx=11&q=Persona+Q"
"Shop Facil";"Persona Q";"-";"-";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Persona Q";"Persona Q Shadow Of The Labyrinth N3ds";"R$ 299,90";"http://www.shoptime.com.br/produto/9957176/persona-q-shadow-of-the-labyrinth-n3ds"
"Submarino";"Persona Q";"Persona Q Shadow Of The Labyrinth N3ds";"R$ 299,90";"http://www.submarino.com.br/produto/9957176/persona-q-shadow-of-the-labyrinth-n3ds"
"Walmart";"Persona Q";"Persona Q Shadow of the Labyrinth N3DS";"299.9";"http://www.walmart.com.br//persona-q-shadow-of-the-labyrinth-n3ds/3629538/pr"
"Nintendo eShop";"donkey kong country returns";"Donkey Kong Country Returns 3D";"$20.99";"http://www.nintendo.com/games/detail/zp2Ns75itEVaf0PoEIyv49f2MEBspSeA"
"Nintendo eShop";"donkey kong country returns";"Donkey Kong Country Returns";"Indisponível";"http://www.nintendo.com/games/detail/eg4kKvQUjm_NuRUr5LgHM3eoAsFwzOU1"
"Americanas";"donkey kong country returns";"Game Donkey Kong: Country Returns 3D - 3DS";"R$ 201,29";"http://www.americanas.com.br/produto/113295757/game-donkey-kong-country-returns-3d-3ds"
"Americanas";"donkey kong country returns";"Donkey Kong Country Returns 3ds";"R$ 199,90";"http://www.americanas.com.br/produto/10433101/donkey-kong-country-returns-3ds"
"Big Boy Games";"donkey kong country returns";"3DS - Donkey Kong Country Returns 3D";"R$ 166,39";"http://www.bigboygames.com.br/3ds-donkey-kong-country-returns-3d-p4977/"
"Big Boy Games";"donkey kong country returns";"Wii - Donkey Kong Country Returns";"R$ 149,99";"http://www.bigboygames.com.br/wii-donkey-kong-country-returns-p2327/"
"Balão da Informática";"donkey kong country returns";"NINTENDO Donkey Kong Country Returns - WII";"Indisponível";"https://www.balaodainformatica.com.br//Produto/32673/NINTENDO-Donkey-Kong-Country-Returns---WII"
"Casas Bahia";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-4IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6433071%3f&rk=1&uid=327123558&sid=2&ts=custom&rsc=PST3B%3aVbIjTs4Og3&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-4IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5003839%3f&rk=2&uid=327123558&sid=2&ts=custom&rsc=LHz-gvwZEH7b8csn&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-4IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2088333%3f&rk=3&uid=327123558&sid=2&ts=custom&rsc=BrK5OZ9BYtA7rIFl&method=and&isort=score&view=grid"
"Casas Bahia";"donkey kong country returns";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-4IADP&lbc=casasbahia&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548833%3f&rk=7&uid=327123558&sid=2&ts=custom&rsc=tV9eXVzr5qkkb0Rd&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns";"Jogo Donkey Kong: Country Returns 3D - 3DS";"199,90";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.extra.com.br%2f2088333%3f&rk=1&uid=32717652&sid=2&ts=custom&rsc=lIbB5VFxnIGFc4C7&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS - 3DS";"214,99";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.extra.com.br%2f6433071%3f&rk=2&uid=32717652&sid=2&ts=custom&rsc=O8CZhl7Ys8UpM2g9&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns";"Jogo Donkey Kong: Country Returns 3D - 3DS";"229,90";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.extra.com.br%2f5003839%3f&rk=3&uid=32717652&sid=2&ts=custom&rsc=inPAgdFk90yNvreJ&method=and&isort=score&view=grid"
"Extra";"donkey kong country returns";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"http://buscando.extra.com.br/search?p=R&srid=S1-5DFWP&lbc=extra&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.extra.com.br%2f5548833%3f&rk=7&uid=32717652&sid=2&ts=custom&rsc=ENvqSfoDDqN4jNz%3a&method=and&isort=score&view=grid"
"E-Virtua";"donkey kong country returns";"Donkey Kong Country Returns 3D - 3DS - -";"R$ 159,90";"http://www.evirtua.com.br//donkey-kong-country-returns-3d-3ds/3173-01"
"Fast Shop";"donkey kong country returns";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"donkey kong country returns";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"donkey kong country returns";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS 3D LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 108,80";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-42744959"
"Livraria Cultura";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS [WITH POSTER] LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 108,80";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-with-poster-22770638"
"Livraria Cultura";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS (WII)";"Indisponível";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-wii-15013857"
"Livraria Cultura";"donkey kong country returns";"DONKEY KONG COUNTRY RETURNS 3D (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/donkey-kong-country-returns-3d-3ds-42112046"
"Mula Games";"donkey kong country returns";"Donkey Kong Country Returns 3D - 3DS";"188.9";"http://www.mulagames.com.br/Donkey-Kong-Country-Returns-3D-3DS/prod-1344698/"
"Mula Games";"donkey kong country returns";"Donkey Kong Country Returns - Wii";"168.9";"http://www.mulagames.com.br/Donkey-Kong-Country-Returns-Wii/prod-468321/"
"Ponto Frio";"donkey kong country returns";"Donkey Kong Country Returns 3D - 3DS";"Indisponível";"http://search.pontofrio.com.br/search?p=R&srid=S1-5SEAP&lbc=pontofrio-br&w=donkey%20kong%20country%20returns&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5548833%3f&rk=1&uid=327372299&sid=2&ts=custom&rsc=yZpupUPoWOctoHKG&method=and&isort=score&view=grid"
