"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Rose com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.extra.com.br/?IdProduto=5483807&recsource=btermo&rectype=p1_op_s7"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Prata com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.extra.com.br/?IdProduto=4135717&recsource=btermo&rectype=p1_op_s8"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.extra.com.br/?IdProduto=4135714&recsource=btermo&rectype=p1_op_s9"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Rosé com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.extra.com.br/?IdProduto=5483806&recsource=btermo&rectype=p1_op_s10"
"Extra";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Black Piano com 128GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP, Processador Octa-Core e 4GB RAM";"3.509,10";"R$ 3.509,10";"http://produto.extra.com.br/?IdProduto=7526754&recsource=btermo&rectype=p1_op_s11"
"E-Virtua";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Samsung galaxy S7";"";"Indisponível";"R$ 9.999,99";"https://www.fnac.com.br/checkout/cart/add?sku=7166311&qty=1&seller=1&sc=1&price=299900&cv=3b0eb6886ee3d241da7c58fdd0a3d99b_geral:11EB4D230D2E3450548324407E378503&sc=1"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Preto";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/75189/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-preto/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbl - Dourado";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75187/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbl-dourado/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbloqueado - Preto";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75186/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbloqueado-preto/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbloqueado - Prata";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75185/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbloqueado-prata/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Prata";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/75188/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-prata/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Rose";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/78379/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-rose/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbl - Rose";"R$ 2.446,90";"R$ 2.446,90";"http://www.kabum.com.br/produto/83991/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbl-rose/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbl - Azul";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/84104/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbl-azul/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Dourado";"R$ 2.949,90";"R$ 2.949,90";"http://www.kabum.com.br/produto/75190/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-dourado/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.5´, 128GB, 12MP, 4G, Desbl - Black Piano";"R$ 3.399,90";"R$ 3.399,90";"http://www.kabum.com.br/produto/85788/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-128gb-12mp-4g-desbl-black-piano/?tag=Samsung galaxy S7"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7: FOR SENIORS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-seniors-101655727"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 POUR LES NULS POCHE";"R$ 32,97";"R$ 32,97";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-pour-les-nuls-poche-102074487"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7: FOR BEGINNERS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-beginners-101655651"
"Livraria Cultura";"Samsung galaxy S7";"MY SAMSUNG GALAXY S7";"R$ 61,69preço +cultura";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/my-samsung-galaxy-s7-102011143"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 FOR DUMMIES";"R$ 33,60";"R$ 33,60";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-dummies-101392571"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 & S7 EDGE FOR SENIORS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-s7-edge-for-seniors-101676430"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Azul - 4G Câm. 12MP + Selfie 8MP Tela 5,5" Quad HD";"2609.91";"R$ 2.609,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-azul-4g-cam.-12mp-selfie-8mp-tela-5-5-quad-hd/p/2170593/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Dourado 4G - Câm 12MP + Selfie 5MP Tela 5.1" Quad HD Octa Core";"2384.91";"R$ 2.384,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-dourado-4g-cam-12mp-selfie-5mp-tela-5.1-quad-hd-octa-core/p/2159151/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 128GB - Black Piano 4G Câm. 12MP + Selfie 5MP Tela 5.5"";"3509.91";"R$ 3.509,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-128gb-black-piano-4g-cam.-12mp-selfie-5mp-tela-5.5/p/2172392/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD";"2609.91";"R$ 2.609,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd/p/2165747/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Prata 4G - Câm. 12MP + Frontal 5MP Tela 5.1" QuadHD Octa Core";"2384.91";"R$ 2.384,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-prata-4g-cam.-12mp-frontal-5mp-tela-5.1-quadhd-octa-core/p/2159152/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Dourado 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Proc. Octa Core";"2609.91";"R$ 2.609,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-dourado-4g-cam.-12mp-selfie-5mp-tela-5.5-proc.-octa-core/p/2159139/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Flat 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.1" Quad HD";"2384.91";"R$ 2.384,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-flat-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.1-quad-hd/p/2165746/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Prata 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD Octa Core";"2609.91";"R$ 2.609,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-prata-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd-octa-core/p/2159140/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Preto 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Desbl. Tim";"3149.1";"R$ 3.149,10";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-preto-4g-cam.-12mp-selfie-5mp-tela-5.5-desbl.-tim/p/2172994/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Preto 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD Octa Core";"2609.91";"R$ 2.609,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-preto-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd-octa-core/p/2159141/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Preto 4G - Câm 12MP + Selfie 5MP Tela 5.1" Quad HD Octa Core";"2384.91";"R$ 2.384,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-preto-4g-cam-12mp-selfie-5mp-tela-5.1-quad-hd-octa-core/p/2159153/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Fone De Ouvido Original Samsung Galaxy S7 E S7 Edge - Samsung";"67.0";"R$ 67,00";"http://www.magazineluiza.com.br/fone-de-ouvido-original-samsung-galaxy-s7-e-s7-edge-samsung/p/9224478/ea/foac/"
"Magazine Luiza";"Samsung galaxy S7";"Fone De Ouvido Samsung Galaxy S7 E S7 Edge - Original - Samsung";"99.0";"R$ 99,00";"http://www.magazineluiza.com.br/fone-de-ouvido-samsung-galaxy-s7-e-s7-edge-original-samsung/p/9262981/ea/foac/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 EDGE G935F Single Chip - Samsung";"3499.9";"R$ 3.499,90";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-g935f-single-chip-samsung/p/9168594/te/tece/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 EDGE G935F Single Chip - Samsung";"3499.9";"R$ 3.499,90";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-g935f-single-chip-samsung/p/9254174/te/tece/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Flat 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.1" Quad HD";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-flat-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.1-quad-hd/p/2165745/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 Edge 32GB Tela 5.5" Single Dourado G935 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-edge-32gb-tela-5.5-single-dourado-g935-samsung-samsung/p/9262290/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 32GB Tela 5.1" Single Dourado G930 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-32gb-tela-5.1-single-dourado-g930-samsung-samsung/p/9207001/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 Edge 32GB Tela 5.5" Single Prata G935 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-edge-32gb-tela-5.5-single-prata-g935-samsung-samsung/p/9127045/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Desbloqueado Tela 5,5" 32GB 4G Android 6.0 Azul - Azul - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-desbloqueado-tela-5-5-32gb-4g-android-6.0-azul-azul-samsung/p/9059453/te/tcsp/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 32GB Tela 5.1" Single Preto G930 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-32gb-tela-5.1-single-preto-g930-samsung-samsung/p/9169254/te/tean/"
"Mula Games";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
"Ponto Frio";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Android 6.0 Tela 5,5" 32GB 4G Preto - Samsung";"2.999,90";"R$ 2.999,90";"http://produto.pontofrio.com.br/?IdProduto=6619093&recsource=btermo&rectype=p1_op_s1"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Preto com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135718&recsource=btermo&rectype=p1_op_s2"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135714&recsource=btermo&rectype=p1_op_s3"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Azul com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=7365835&recsource=btermo&rectype=p1_op_s4"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135715&recsource=btermo&rectype=p1_op_s5"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Prata com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135717&recsource=btermo&rectype=p1_op_s6"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Dourado com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135716&recsource=btermo&rectype=p1_op_s7"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Rosé com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=5483806&recsource=btermo&rectype=p1_op_s8"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Black Piano com 128GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP, Processador Octa-Core e 4GB RAM";"3.509,10";"R$ 3.509,10";"http://produto.pontofrio.com.br/?IdProduto=7526754&recsource=btermo&rectype=p1_op_s9"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Rose com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=5483807&recsource=btermo&rectype=p1_op_s10"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135713&recsource=btermo&rectype=p1_op_s11"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Dourado-4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Dourado-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585913"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Dourado-4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Dourado-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585914"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 G930F Dourado - 4G, Tela 5.1 Super AMOLED, Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.499,00";"R$ 2.499,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-G930F-Dourado-4G-Tela-51-Super-AMOLED-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585886"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F Azul - 4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-Edge-G935F-Azul-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-606792"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F Rose - 4G, Tela Curva 5.5", Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-Edge-G935F-Rose-4G-Tela-Curva-55-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-602794"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F Rose - 4G, Tela 5.1", Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"2.499,00";"R$ 2.499,00";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-G930F-Rose-4G-Tela-51-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-602795"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Prata - 4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"Indisponível";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Prata-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585915"
"RiHappy";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Samsung galaxy S7";"Samsung Galaxy S7 For Dummies (Cód: 9401992)";"";"R$ 9.999,99";"http://www.saraiva.com.br/samsung-galaxy-s7-for-dummies-9401992.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277178)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-dourado-tela-51-android-60-camera-12mp-32gb-9277178.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Prata Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279926)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-prata-tela-55-android-60-camera-12mp-32gb-9279926.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Azul Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9395160)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-azul-tela-55-android-60-camera-12mp-32gb-9395160.html"
"Saraiva";"Samsung galaxy S7";"Samsung Smartphone Galaxy S7 Edge Black Piano Tela 5.5" Android™ 6.0 Câmera 12Mp 128Gb (Cód: 9407359)";"R$ 3.431,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/samsung-smartphone-galaxy-s7-edge-black-piano-tela-55-androidtm-60-camera-12mp-128gb-9407359.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Preto Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279929)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-preto-tela-55-android-60-camera-12mp-32gb-9279929.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277182)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-preto-tela-51-android-60-camera-12mp-32gb-9277182.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277181)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-prata-tela-51-android-60-camera-12mp-32gb-9277181.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Dourado Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279924)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-dourado-tela-55-android-60-camera-12mp-32gb-9279924.html"
"Shop Facil";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Dourado";"R$ 2.799,00";"R$ 2.799,00";"http://www.shoptime.com.br/produto/125911887"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Dourado";"R$ 3.149,99";"R$ 3.149,99";"http://www.shoptime.com.br/produto/125911828"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.929,90";"R$ 2.929,90";"http://www.shoptime.com.br/produto/127795015"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.999,00";"R$ 2.999,00";"http://www.shoptime.com.br/produto/127789547"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Preto";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/125911537"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Preto";"R$ 2.748,99";"R$ 2.748,99";"http://www.shoptime.com.br/produto/125916485"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Prata";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/125911511"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Azul";"R$ 3.499,99";"R$ 3.499,99";"http://www.shoptime.com.br/produto/129900018?oferta=3132393930303032362e30303737363537343030303636302e4e4557"
